harari_latin,english,category,notes
gaw,meat,noun,also in Argobba of Harar gaw
gawab,answer; letter,noun,from Ar. gawab
gawab asa,to answer; reply,verb,
gawwa,fool,noun,from Cushitic: Ga. gawwa
gawwisa,unruly,adjective,from Ar. al-gawwas 'lion'
gay,the dry season (December 24 to March 23),noun,from Cushitic
gay afta,neighbor,noun phrase,even if not belonging to same afoca
gay aqdd,the front room,noun,room
gay hawaz,household; a household member,noun phrase,
gayya,unknown noun example,noun,stress example
gayya matata,smoke a pipe,verb phrase,
gayya qulu,gourd of smoking pipe,noun,
gaz,battle; raid; military expedition,noun,probably from Ar. gaza
gaz lata,raid,verb,
gaz leta,raid,verb,lit. 'go on a raid'
gaza,change residence,verb,
gaza'a,govern; own; possess,verb,
gazal,gazelle,noun,from Ar. gazal
gazan,mistress,noun,
ge,city,noun,designates the city of Harar
gé balattu,the period of two to three months preceding Ramadan,noun,time/celebration
ge beletu,the period of two or three months preceding the period of Ramadan,noun,most marriage festivities take place during this period
ge elad,kind of flower,noun,lit. 'the elad-flower of the city of Harar'
gé élid,kind of flower,noun,lit. flower of Harar
ge gar,house built in the Harari style,noun,
ge haleyta,cap of Harari style sewn on the machine,noun,
gé iraz,black dress worn by women over the ordinary dress when they go out,noun,clothing
ge iwaz,black dress worn by women over the ordinary dress when they go out,noun,also called fay iwaz
ge kaloyta,cap of Harari style sewn on the machine,noun phrase,clothing; literally 'cap of Harar'
ge lemad,a person assimilated to the way of life of the Harari,noun,
ge muz,banana,noun,lit. 'banana of Harar'
ge quran ge,Koran school,noun,lit. 'school of Harar'
ge salda,local razor,noun,
ge sinan,the language of the city,noun,name for Harari language
gé usu',an inhabitant of Harar; people in general,noun,
ge uswi,inhabitant of Harar; people (in general),noun,lit. 'man of the city of Harar'
ge-uswi,a Harari (not a Galla nor an Amhara),noun,difference of meaning expressed by accent
geb,jar of clay serving for drinking,noun,
geber kafala,pay taxes,verb phrase,from Amharic gebr 'taxes'
gedu,pit,noun,
geh afar,kind of red earth serving to paint floor,noun phrase,
gel,companion (girl); friend (girl); member of a girls' mugad-association,noun,from Cushitic Galla gele 'friend'
gel letti,participate in a girls' mugad-association,verb phrase,
gel tadabalti,join a girls' mugad-association,verb phrase,
gelas,horse-cloth,noun,
gelnat,friendship between girls,noun,
geqila,mention,verb,perhaps from reduplication of Semitic root ql
gerhi,guard,noun,
gesa,show respect to a saint,verb,from Ga. gesa 'recitation'
gessi,bravo!,exclamation,probably from Som. gesi 'courageous hero'
gesso,kind of plant used in preparation of beer,noun,Amh. geso
giba' biya,give gat or incense to the sex or to the head of the holy shrine to ask for his blessing,verb phrase,
gibet gar,inkpot,noun,lit. 'house of inkpot'
gibitita,attack by a group of people,verb,
gibla,north,noun,direction; loanword; variant: gilba
gidagad,wall,noun,
gidar,thickness of wall,noun,from Ar. gidar 'wall'
giddag,need; necessity,noun,from Amharic gaddaf 'affair need'
giddagad,wall,noun,structure; variant: digadag
gidig,eyebrow,noun,
gidin dif,misfortune,noun,lit. thin wind
gidir,big; great; large; main,adjective,
gidir an,rock,noun,lit. 'big stone'
gidir atabiritta,big toe,noun,
gidir atabitina,big toe,noun,body part
gidir din,rock,noun,lit. big stone
gidir gar,the main house,noun,
gidir hubab,python,noun,lit. 'big snake'
gidir kabir,principal teacher,noun,lit. 'main teacher'
gidir magala,the main market place in Harar,noun,
gidir naddaba,raised seat to the front,noun,lit. 'the main seat'
gidir yam,holiday; festivity,noun,lit. 'big day'
gidiy hubab,python,noun,lit. 'large snake'
gidiy yamad orti,on the eve of the holiday,adverb,time
gidra,rank; social rank; respect; importance,noun,probably from Arabic qudra 'capacity power'
gidra in-be hea,look at one with respect; revere,verb,lit. look with the eye of respect
gidra in-be hefa,look at someone with respect; respect someone; revere,verb phrase,lit. 'look with the eye of respect'
gidra in-be hega,look at one with respect; revere,verb phrase,
gifta,lady,noun,from Galla gifti
gigi,young of animals,noun,cf. Tna. golgal
gih,embers; cinders,noun,perhaps from ghm 'become red-hot'
gih xana,become red in the face,verb phrase,
giha,direction; side,noun,from Ar. fiha
gil hadara,as time passes; gradually,adverb phrase,
gila,kind of antelope,noun,
gilab asa,close the door halfway; set ajar; close the door without locking it; close the book,verb,
gilba,north,noun,direction; loanword; variant: gibla
gilbabata,invert; turn upside down,verb,
gilgala,repeat things,verb,Amharic gallagala 'repeat'
gilgil,a small tooth irregularly growing out of the regular line,noun,lit. 'the young one of the tooth'
gilib-an gilib-be tageba,kneel,verb phrase,lit. 'sit on the knees'
gilib-be harsi asa,be lazy and inactive,verb phrase,lit. 'conceive on the knee'
gim baya,be disgusted; have enough of eating either too much food or rich food,verb,
gimadtera,chatter,verb,cf. Amh. gabattara
gimamala,fold in several places,verb,
gimla,wholesale,noun,from Ar. gumla
gimmogagi,lowland,noun,from Cushitic Galla gammoggi
gin,spirits,noun,from Ar. ginn 'spirit'
gin daf,whirlwind,noun,
ginab,south,noun,from Ar. ganub
ginabita,be frightened,verb,
ginadiz,corpse,noun,from Ar. ginadiz pl. of ginaza
ginam,mad,adjective,from gin 'spirit' with Harari ending -am
ginam xana,be mad,verb phrase,
ginayiz amdra,bird of prey,noun,lit. bird of corpses
ginayiz amira,bird of prey,noun,lit. 'bird of prey of corpses'
ginge,stammering,noun,from Cushitic Galla ginge
ginge hal-ba,stammerer,noun,lit. 'he has stammering'
gingilca,sieve,noun,probably from Galla gingilca
ginnafi,breeches; pants; trousers,noun,from Cushitic Beja gonfa gompa
ginsi,kind,noun,from Ar. gins
gir,time; if,noun/conjunction,from Cushitic: Som. gor ger
gir baya,thunder,verb,
gir gargab baya,turn around,verb phrase,
girab,leather bag for qat,noun,from Ar. girab
giraf,long whip,noun,
giragaba,return,verb,variant: argagaba
girdfa,lash,noun,
girgara,help,noun,from Cushitic: Ga. gargaru Som. gargar
girgara asa,help; assist; aid,verb,
girgir baya,be noisy; be unsettled (country),verb,Sem. Ar. gargara 'shout'
girgira,conser of clay,noun,from Ga. girgira
girum,even if,conjunction,
gis,barley,noun,grain; cf. Amh. gabs
gis baya,be fed up,verb,
gis bihar-le,any day after tomorrow,noun phrase,
gis le,after tomorrow,adverb,time
gis yam,future life,noun,
gissat,the fact of being bad,noun,
gista,kind of plum,noun,from Ga. bista gista
gistai,the next day,noun,
gistai-zo,the next day,adverb,
gistar,the next day,noun,
gisti,mistress of the house; lady; queen,noun,perhaps for *giz-ti
giz,mutual help in agricultural work,noun,from Ga. guza
giz wala,participate in mutual agricultural work,verb phrase,
gizi' asa,belch,verb,Sem. Ar. fasaa
gizman,wish; hope,noun,
Gnuziriti,game of hide and seek played by boys and girls,noun,
gobor kifala,pay taxes,verb phrase,
gofa,push,verb,
gofa'a,push,verb,Geez gaf'a 'oppress hurt'
gofay,lean; meager; emaciated,adjective,
gofila,be lean; meager; become emaciated,verb,
gofta,master,noun,from Galla gofta
goga,hide; leather; skin,noun,from Cushitic Galla goga
gogo,hut,noun,from Cushitic Galla gogo
goha,indistinguishable noise produced by a crowd,noun,from Cushitic Galla goha
gohoy,native beer,noun,from Cushitic Afar gohoyw 'mead liquor'
gohoy aga,brew,verb,
goniya,sack for grain,noun,from Ar. (Datina) ganiya of Hindustani origin
gora'a,slaughter,verb,also in Cushitic
gordib aginia,get a share,verb phrase,
gordib aka,win over to one's side,verb phrase,
gos,barley,noun,connected with G. sagam
goto gir dam ziywita?,miser,adjective,lit. even if one cuts him blood does not come out
goyta,Lord,noun,Tna. gayta 'master'
goz baya,plead for forgiveness; ask someone to take action,verb,
grab,direction; section; area; side; toward; share,noun/preposition,from Cushitic: Som. garab 'shoulder'
grasa,put a mouthful into the mouth of someone else,verb,done during wedding week
gub baya,envelop; be all over (fog locust enemy etc.),verb,
gubna,cheese,noun,from Ar. gubna
guc,the knob of the club,noun,probably from Galla buc
gud,strange; extraordinary,adjective,
gudmiri,the first wife; the first husband,noun,
gudor,long; tall,adjective,
gudor tomfas asa,moan; sigh,verb phrase,lit. bring out a long breath
gudor tonfas asa,moan; sigh,verb phrase,lit. 'bring out a long breath'
guduf,place where rubbish is placed,noun,Geez guadof 'cast out things'
gudunfa,thing carried in a bundle and tied by a knot,noun,from Galla gudunfa
guf baya,fumigate oneself with incense,verb,
gufar za,release; give up by releasing,verb phrase,
gufay,lean; meager; emaciated,adjective,see gafila
gufit,stem,noun,Galla gufa 'trunk of tree'
gufta,net for hairdress of married women (in two balls); married woman,noun,also in Galla gufta
gufu,stump; (by extension) midget; dwarf,noun,from Galla gufu
gufur wagara,who is without restriction,noun,lit. 'a released donkey'
guga,impurities in honey,noun,from Cushitic Galla gegga
gugal,wall of city,noun,Amh. gag 'fence'
gugguba,kind of yellow earth used for the roof to prevent water from seeping through,noun,
gulub,roasted slightly,adjective,
gulub baya,cover the head with cloth; wrap oneself in cloth,verb,
gulub mo?ot,basket covered with leather,noun,container
gulub mo'ot,basket covered with leather,noun,
gulufa asa,run around wildly (horse) and be out of control,verb,probably from Cushitic
gulul,a piece of cloth put on the head helping to carry something or serving as base for a pot,noun,from Galla gulula
gum'a,Friday,noun,from Ar. gum'a
guma,blood-money,noun,from Cushitic Galla guma
guma ayam,Friday,noun,
guma may,Friday,noun,
guma mihallag,money children receive from parents on Friday,noun,lit. 'money of Friday'
gumador,part of hair left after shaving,noun,considered as decoration
gumarre,hippopotamus; stiff whip,noun,
gumi,cheek,noun,see gungi
gumir,kind of grass,noun,from Somali gumer 'kind of plant that has a bad smell'
gumma,tuft on which there is grain,noun,
gumna,person leading a promiscuous life (male),noun,from Galla gumna
gumnit,person leading a promiscuous life (female),noun,feminine of gumna
gumruk,customhouse,noun,from Ar. gumrug Turkish gimruk from Greek Latin commercium
gumui,cheek,noun,variant of gungi
gumul,bent,adjective,
gumut baya,rinse the mouth with water after having taken a definite quantity of gat; take a quantity of gat,verb,
gumut gumut baya,rinse the mouth with water after having taken a definite quantity of gat; take a quantity of gat,verb,
guna,bribe,noun,from Cushitic Somali guna Galla guna 'jar of wine'
gundo,kind of small basket,noun,
gungi,cheek,noun,
gura,weft,noun,from Ethiopic root for 'left'
gurade,kind of curved sword,noun,probably from Ar. (Aden) gurad
gurage miz,banana-like plant,noun,lit. 'the banana of the Gurage'
gurannit,ostrich,noun,from Cushitic: Somali gorayo
gurbat,saddle-like sac made of leather placed on donkey's back,noun,from Ga. gurbota; has two pockets
gurgub,opposite,adjective/adverb,
gurgubti,opposite,adjective/adverb,
gurgurti,rumor,noun,
gurug,gulp,noun,
gurug baya,gulp,verb,
gurum gurum baya,grumble; groan,verb,
gurum zar,grumbling person,noun,lit. 'grumbling spirit'
gurumti,groan; rumor,noun,
gurur baya,roar (animal); rumble (thunder); it thunders,verb,
guruz,hairdress of unmarried girls,noun,
guruz inay,woman hairdresser (for girls),noun,
guruz indy,woman hairdresser for girls,noun,profession
gutta,metal ring attached to bottom of stick to keep from wearing out,noun,
gutti,middle,noun,
gux,woolen cloth,noun,from Ar. gub from Turkish fuxa
guy at,bone of the thigh,noun,body part
guyat,bone of the thigh,noun,
guz,section of the Koran,noun,from Ar. guz 'part'
guzguz asa,spread grass,verb,
guzim,leprosy,noun,from Ar. gudam
guzima,wish; hope; covet; have the intention,verb,
ha,what? (asking to repeat something),interrogative,
habab baya,blow (wind),verb,perhaps from Ar. habba
habaga,dissolve by mixing with liquids,verb,
habal,so-and-so,pronoun,from Cushitic: Ga. abalu Som. habel
habar,curse,noun,from Cushitic: Som. habar 'curse'
habar asa,curse,verb,
habari,blossom,noun,
habari asa,bloom,verb,
habi,work; occupation; matter; duty,noun,G. tahabiyd 'take care of something'
habi qalil,idle,adjective,lit. 'light of work'
habita,swell,verb,Sem. Ar. habita 'have a swollen stomach'
hablal,hurricane,noun,
habu,marrow,noun,also in Cushitic
haca,feel pain,verb,
had gir,sometimes,adverb,
hadaga,abandon; leave,verb,G. haddgi
hadara,spend the night; live,verb,Sem. Heb. heder 'interior'
haddaga,abandon,verb,
haddar,stale,adjective,from Ga. hadday 'from preceding year'
hade,kind of flower,noun,Amh. aday 'kind of daisy' from Ga. hiddi
hadi,menses,noun,from Ar. hayd
hadiyya,gift,noun,from Ar. hadiyya
haf,high; raised; elevated,adjective,
haf asa,raise; lift; steal,verb,
haf baya,rise; start off; stand up; get up; be high; become rich,verb,
haf faya,rise; start off; stand up; get up; be high; become rich,verb,variant of haf baya
hafa,long for; yearn,verb,from Cushitic: Ga. hafu 'await'
hafaiga,scrape,verb,metathesis of fahaga
hafarsa asa,fan the fire with a fan,verb,from Ga. hafarsu
hafhaf asa,arouse,verb,reduplicated haf
hafis,thick liquid,noun,Te. hafas 'thick liquid'
hafqa-be tora,carry on the hips,verb phrase,
haftu,girl who passed marriageable age and no man wants to marry,noun,from Ga. haftu 'old maid'
hafuga,embrace; brood,verb,Sem. Heb. hbq
hafusa,take something with hands or instrument; draw water,verb,G. hafasi 'gather'
hafzi asa,memorize; recite by heart,verb,from Ar. hifz
haga,observe,verb,
haga asa,need,verb,
haga faga,accomplish the needs,verb phrase,
haga fig,who accomplishes promptly the needs of someone,noun,
haga figa,accomplish the needs,verb,
hagama,cup (v.),verb,from Ar. hagama
hagana,replace; compensate,verb,
haggi,pilgrimage,noun,from Ar. hagg
hagi,back of the body,noun,from Sem. Ar. hagw 'waist'
